id,name,type1,type2,hp,attack,defense,sp_attack,sp_defense,speed,height,weight,abilities,description
943,Mabosstiff,Dark,,80,120,90,60,70,85,11,610,"Intimidate, Guard Dog",This Pokémon can store energy in its large dewlap. Mabosstiff unleashes this energy all at once to blow away enemies.
944,Shroodle,Poison,Normal,40,65,35,40,35,75,2,7,"Unburden, Pickpocket","Though usually a mellow Pokémon, it will sink its sharp, poison-soaked front teeth into any that anger it, causing paralysis in the object of its ire."
945,Grafaiai,Poison,Normal,63,95,65,80,72,110,7,272,"Unburden, Poison Touch",The color of the poisonous saliva depends on what the Pokémon eats. Grafaiai covers its fingers in its saliva and draws patterns on trees in forests.
946,Bramblin,Grass,Ghost,40,65,30,45,35,60,6,6,"Wind Rider, Infiltrator",A soul unable to move on to the afterlife was blown around by the wind until it got tangled up with dried grass and became a Pokémon.
947,Brambleghast,Grass,Ghost,55,115,70,80,70,90,12,60,"Wind Rider, Infiltrator","It will open the branches of its head to envelop its prey. Once it absorbs all the life energy it needs, it expels the prey and discards it."
948,Toedscool,Ground,Grass,40,40,35,50,100,70,9,330,"Mycelium Might, Mycelium Might",Toedscool lives in muggy forests. The flaps that fall from its body are chewy and very delicious.
949,Toedscruel,Ground,Grass,80,70,65,80,120,100,19,580,"Mycelium Might, Mycelium Might",These Pokémon gather into groups and form colonies deep within forests. They absolutely hate it when strangers approach.
950,Klawf,Rock,,70,100,115,35,55,75,13,790,"Anger Shell, Shell Armor","Klawf hangs upside-down from cliffs, waiting for prey. But Klawf can’t remain in this position for long because its blood rushes to its head."
951,Capsakid,Grass,,50,62,40,62,40,50,3,30,"Chlorophyll, Insomnia","The more sunlight this Pokémon bathes in, the more spicy chemicals are produced by its body, and thus the spicier its moves become."
952,Scovillain,Grass,Fire,65,108,65,108,65,75,9,150,"Chlorophyll, Insomnia",The red head converts spicy chemicals into fire energy and blasts the surrounding area with a super spicy stream of flame.
953,Rellor,Bug,,41,50,60,31,58,30,2,10,"Compound Eyes, Shed Skin",This Pokémon creates a mud ball by mixing sand and dirt with psychic energy. It treasures its mud ball more than its own life.
954,Rabsca,Bug,Psychic,75,50,85,115,100,45,3,35,"Synchronize, Telepathy","The body that supports the ball barely moves. Therefore, it is thought that the true body of this Pokémon is actually inside the ball."
955,Flittle,Psychic,,30,35,30,55,30,75,2,15,"Anticipation, Frisk",Flittle’s toes levitate about half an inch above the ground because of the psychic power emitted from the frills on the Pokémon’s belly.
956,Espathra,Psychic,,95,60,60,101,60,105,19,900,"Opportunist, Frisk","It immobilizes opponents by bathing them in psychic power from its large eyes. Despite its appearance, it has a vicious temperament."
957,Tinkatink,Fairy,Steel,50,45,45,35,64,58,4,89,"Mold Breaker, Own Tempo","It swings its handmade hammer around to protect itself, but the hammer is often stolen by Pokémon that eat metal."
958,Tinkatuff,Fairy,Steel,65,55,55,45,82,78,7,591,"Mold Breaker, Own Tempo","This Pokémon will attack groups of Pawniard and Bisharp, gathering metal from them in order to create a large and sturdy hammer."
959,Tinkaton,Fairy,Steel,85,75,77,70,105,94,7,1128,"Mold Breaker, Own Tempo","This intelligent Pokémon has a very daring disposition. It knocks rocks into the sky with its hammer, aiming for flying Corviknight."
960,Wiglett,Water,,10,55,25,35,25,95,12,18,"Gooey, Rattled",This Pokémon can pick up the scent of a Veluza just over 65 feet away and will hide itself in the sand.
961,Wugtrio,Water,,35,100,50,50,70,120,12,54,"Gooey, Rattled","It has a vicious temperament, contrary to what its appearance may suggest. It wraps its long bodies around prey, then drags the prey into its den."
962,Bombirdier,Flying,Dark,70,103,85,60,85,82,15,429,"Big Pecks, Keen Eye","It gathers things up in an apron made from shed feathers added to the Pokémon’s chest feathers, then drops those things from high places for fun."
963,Finizen,Water,,70,45,40,45,40,75,13,602,"Water Veil, Water Veil",It likes playing with others of its kind using the water ring on its tail. It uses ultrasonic waves to sense the emotions of other living creatures.
964,Palafin-zero,Water,,100,70,72,53,62,100,13,602,"Zero To Hero, Zero To Hero",This Pokémon changes its appearance if it hears its allies calling for help. Palafin will never show anybody its moment of transformation.
965,Varoom,Steel,Poison,45,70,63,30,45,47,10,350,"Overcoat, Slow Start",It is said that this Pokémon was born when an unknown poison Pokémon entered and inspirited an engine left at a scrap-processing factory.
966,Revavroom,Steel,Poison,80,119,90,54,67,90,18,1200,"Overcoat, Filter",It creates a gas out of poison and minerals from rocks. It then detonates the gas in its cylinders—now numbering eight—to generate energy.
967,Cyclizar,Dragon,Normal,70,95,65,85,65,121,16,630,"Shed Skin, Regenerator","Apparently Cyclizar has been allowing people to ride on its back since ancient times. Depictions of this have been found in 10,000-year-old murals."
968,Orthworm,Steel,,70,85,145,60,55,65,25,3100,"Earth Eater, Sand Veil","When attacked, this Pokémon will wield the tendrils on its body like fists and pelt the opponent with a storm of punches."
969,Glimmet,Rock,Poison,48,35,42,105,60,60,7,80,"Toxic Debris, Corrosion",It absorbs nutrients from cave walls. The petals it wears are made of crystallized poison.
970,Glimmora,Rock,Poison,83,55,90,130,81,86,15,450,"Toxic Debris, Corrosion","When this Pokémon detects danger, it will open up its crystalline petals and fire beams from its conical body."
971,Greavard,Ghost,,50,61,60,30,55,34,6,350,"Pickup, Fluffy",It is said that a dog Pokémon that died in the wild without ever interacting with a human was reborn as this Pokémon.
972,Houndstone,Ghost,,72,101,100,50,97,68,20,150,"Sand Rush, Fluffy","Houndstone spends most of its time sleeping in graveyards. Among all the dog Pokémon, this one is most loyal to its master."
973,Flamigo,Flying,Fighting,82,115,74,75,64,90,16,370,"Scrappy, Tangled Feet",This Pokémon apparently ties the base of its neck into a knot so that energy stored in its belly does not escape from its beak.
974,Cetoddle,Ice,,108,68,45,30,40,43,12,450,"Thick Fat, Snow Cloak",This species left the ocean and began living on land a very long time ago. It seems to be closely related to Wailmer.
975,Cetitan,Ice,,170,113,65,45,55,73,45,7000,"Thick Fat, Slush Rush","This Pokémon wanders around snowy, icy areas. It protects its body with powerful muscles and a thick layer of fat under its skin."
976,Veluza,Water,Psychic,90,102,73,78,65,70,25,900,"Mold Breaker, Sharpness","When Veluza discards unnecessary flesh, its mind becomes honed and its psychic power increases. The spare flesh has a mild but delicious flavor."
977,Dondozo,Water,,150,100,115,65,65,35,120,2200,"Unaware, Oblivious","This Pokémon is a glutton, but it’s bad at getting food. It teams up with a Tatsugiri to catch prey."
978,Tatsugiri-curly,Dragon,Water,68,50,60,120,95,82,3,80,"Commander, Storm Drain",This is a small dragon Pokémon. It lives inside the mouth of Dondozo to protect itself from enemies on the outside.
979,Annihilape,Fighting,Ghost,110,115,80,50,90,90,12,560,"Vital Spirit, Inner Focus","When its anger rose beyond a critical point, this Pokémon gained power that is unfettered by the limits of its physical body."
980,Clodsire,Poison,Ground,130,75,60,45,100,20,18,2230,"Poison Point, Water Absorb","When attacked, this Pokémon will retaliate by sticking thick spines out from its body. It’s a risky move that puts everything on the line."
981,Farigiraf,Normal,Psychic,120,90,70,110,70,60,32,1600,"Cud Chew, Armor Tail","Now that the brain waves from the head and tail are synced up, the psychic power of this Pokémon is 10 times stronger than Girafarig’s."
982,Dudunsparce-two-segment,Normal,,125,100,80,85,75,55,36,392,"Serene Grace, Run Away",This Pokémon uses its hard tail to make its nest by boring holes into bedrock deep underground. The nest can reach lengths of over six miles.
983,Kingambit,Dark,Steel,100,135,120,60,85,50,20,1200,"Defiant, Supreme Overlord",Only a Bisharp that stands above all others in its vast army can evolve into Kingambit.
984,Great-tusk,Ground,Fighting,115,131,131,53,53,87,22,3200,Protosynthesis,Sightings of this Pokémon have occurred in recent years. The name Great Tusk was taken from a creature listed in a certain book.
985,Scream-tail,Fairy,Psychic,115,65,99,65,115,111,12,80,Protosynthesis,There has been only one reported sighting of this Pokémon. It resembles a mysterious creature depicted in an old expedition journal.
986,Brute-bonnet,Grass,Dark,111,127,99,79,99,55,12,210,Protosynthesis,It is possible that the creature listed as Brute Bonnet in a certain book could actually be this Pokémon.
987,Flutter-mane,Ghost,Fairy,55,55,55,135,135,135,14,40,Protosynthesis,"This Pokémon has characteristics similar to those of Flutter Mane, a creature mentioned in a certain book."
988,Slither-wing,Bug,Fighting,85,135,79,85,105,81,32,920,Protosynthesis,This mysterious Pokémon has some similarities to a creature that an old book introduced as Slither Wing.
989,Sandy-shocks,Electric,Ground,85,81,97,121,85,101,23,600,Protosynthesis,"No records exist of this Pokémon being caught. Data is lacking, but the Pokémon’s traits match up with a creature shown in an expedition journal."
990,Iron-treads,Ground,Steel,90,112,120,72,70,106,9,2400,Quark Drive,This Pokémon closely resembles a scientific weapon that a paranormal magazine claimed was sent to this planet by aliens.
991,Iron-bundle,Ice,Water,56,80,114,124,60,136,6,110,Quark Drive,Its shape is similar to a robot featured in a paranormal magazine article. The robot was said to have been created by an ancient civilization.
992,Iron-hands,Fighting,Electric,154,140,108,50,68,50,18,3807,Quark Drive,It is very similar to a cyborg covered exclusively by a paranormal magazine. The cyborg was said to be the modified form of a certain athlete.
993,Iron-jugulis,Dark,Flying,94,80,86,122,80,108,13,1110,Quark Drive,"It resembles a certain Pokémon introduced in a paranormal magazine, described as the offspring of a Hydreigon that fell in love with a robot."
994,Iron-moth,Fire,Poison,80,70,60,140,110,110,12,360,Quark Drive,This Pokémon resembles an unknown object described in a paranormal magazine as a UFO sent to observe humanity.
995,Iron-thorns,Rock,Electric,100,134,110,70,84,72,16,3030,Quark Drive,It has some similarities to a Pokémon introduced in a dubious magazine as a Tyranitar from one billion years into the future.
996,Frigibax,Dragon,Ice,65,75,45,35,45,55,5,170,"Thermal Exchange, Ice Body","Frigibax absorbs heat through its dorsal fin and converts the heat into ice energy. The higher the temperature, the more energy Frigibax stores."
997,Arctibax,Dragon,Ice,90,95,66,45,65,62,8,300,"Thermal Exchange, Ice Body","Arctibax freezes the air around it, protecting its face with an ice mask and turning its dorsal fin into a blade of ice."
998,Baxcalibur,Dragon,Ice,115,145,92,75,86,87,21,2100,"Thermal Exchange, Ice Body",This Pokémon blasts cryogenic air out from its mouth. This air can instantly freeze even liquid-hot lava.
999,Gimmighoul,Ghost,,45,30,70,75,70,10,3,50,Rattled,"This Pokémon was born inside a treasure chest about 1,500 years ago. It sucks the life-force out of scoundrels who try to steal the treasure."
1000,Gholdengo,Steel,Ghost,87,60,95,133,91,84,12,300,Good As Gold,"Its body seems to be made up of 1,000 coins. This Pokémon gets along well with others and is quick to make friends with anybody."
1001,Wo-chien,Dark,Grass,85,85,100,95,135,70,15,742,Tablets Of Ruin,The grudge of a person punished for writing the king’s evil deeds upon wooden tablets has clad itself in dead leaves to become a Pokémon.
1002,Chien-pao,Dark,Ice,80,120,80,90,65,135,19,1522,Sword Of Ruin,This Pokémon can control 100 tons of fallen snow. It plays around innocently by leaping in and out of avalanches it has caused.
1003,Ting-lu,Dark,Ground,155,110,125,55,80,45,27,6997,Vessel Of Ruin,The fear poured into an ancient ritual vessel has clad itself in rocks and dirt to become a Pokémon.
1004,Chi-yu,Dark,Fire,55,80,80,135,120,100,4,49,Beads Of Ruin,"It controls flames burning at over 5,400 degrees Fahrenheit. It casually swims through the sea of lava it creates by melting rock and sand."
1005,Roaring-moon,Dragon,Dark,105,139,71,55,101,119,20,3800,Protosynthesis,It is possible that this is the creature listed as Roaring Moon in an expedition journal that still holds many mysteries.
1006,Iron-valiant,Fairy,Fighting,74,130,90,120,60,116,14,350,Quark Drive,It has some similarities to a mad scientist’s invention covered in a paranormal magazine.
1007,Koraidon,Fighting,Dragon,100,135,115,85,100,135,25,3030,Orichalcum Pulse,This seems to be the Winged King mentioned in an old expedition journal. It was said to have split the land with its bare fists.
1008,Miraidon,Electric,Dragon,100,85,100,135,115,135,35,2400,Hadron Engine,"Much remains unknown about this creature. It resembles Cyclizar, but it is far more ruthless and powerful."
